aluno_id,nome_aluno,email_aluno,curso,status,turma,sexo,idade,trabalha,renda_familiar,acompanhamento_medico,tem_filho,estado_civil,semestre,bimestre,aula_1,professor_1,notas_1,faltas_1,desempenho_1,aula_2,professor_2,notas_2,faltas_2,desempenho_2,aula_3,professor_3,notas_3,faltas_3,desempenho_3,aula_4,professor_4,notas_4,faltas_4,desempenho_4,aula_5,professor_5,notas_5,faltas_5,desempenho_5,risco_evasao
7344,Gabrielly Rezende,beniciopimenta@example.com,Recursos Humanos,Matriculado,A,naoreconhecido,62,0,7218,0,0,Solteiro(a),4,3,Teoria do Design,Pietro Pinto,7.19,5,Bom,Tipografia,Olívia Vargas,0.86,10,Ruim,Design Editorial,Thomas da Mata,1.2,5,Ruim,Design Digital,Francisco Vasconcelos,3.81,9,Ruim,Design de Interfaces,Sofia Rezende,6.7,0,Regular,0
7345,Sofia Gomes,walves@example.org,Farmácia,Cancelado,C,Feminino,27,0,2654,1,0,Separado(a),1,1,Gestão do Esporte,Gabriel Garcia,4.8,7,Ruim,Fisiologia do Exercício,Dra. Clara Vasconcelos,5.91,6,Regular,Psicologia do Esporte,Henrique Gonçalves,1.18,5,Ruim,Nutrição Esportiva,Hellena Araújo,4.12,6,Ruim,Cinesiologia,Lívia Cavalcanti,9.66,10,Regular,0
7346,Lavínia Ferreira,brunoda-conceicao@example.org,alguns,Matriculado,A,Feminino,22,0,0,1,1,Amasiado(a),6,3,História da Igreja,Pietra Abreu,4.51,2,Ruim,Teologia Sistemática,Luara Pastor,5.88,8,Regular,Filosofia da Religião,Elisa Farias,6.55,7,Regular,Exegese Bíblica,Dra. Amanda Cassiano,4.13,3,Ruim,Teologia Moral,Maria Alice Lopes,9.89,3,Excelente,1
7347,Maria Eduarda Garcia,garciajoao-guilherme@example.net,Física,Concluso,A,INVALID,56,1,9655,0,0,Solteiro(a),2,1,Termodinâmica,Luana Barbosa,4.28,4,Ruim,Resistência dos Materiais,Sra. Ana Luiza Almeida,1.69,12,Ruim,Desenho Técnico,Ana Clara Castro,3.42,13,Ruim,Sistemas Mecânicos,Calebe Alves,5.94,5,Regular,Mecânica dos Fluidos,Isaac Silveira,7.65,13,Ruim,0
7348,Sr. Isaac Garcia,antony15@example.org,concluido,Cancelado,B,Outro,60,1,2085,1,1,Viúvo(a),8,4,Topografia,Dr. Vicente Ferreira,7.81,5,Bom,Materiais de Construção,Hellena Novais,3.4,4,Ruim,Mecânica dos Solos,Rael Martins,9.49,13,Ruim,Construção Civil,Alexia Duarte,8.74,12,Ruim,Cálculo Estrutural,Sr. José Miguel Cardoso,5.41,11,Ruim,1
7349,Catarina Caldeira,manuellaaparecida@example.org,Engenharia de Produção,Cancelado,A,Outro,67,1,7372,0,1,Divorciado(a),6,1,Materiais de Construção,Sarah Campos,1.36,3,Ruim,Topografia,Emanuella Montenegro,9.14,13,Ruim,Mecânica dos Solos,Sr. Valentim da Mata,7.63,9,Regular,Construção Civil,Gael Henrique Pires,1.44,15,Ruim,Cálculo Estrutural,Lucas das Neves,4.54,5,Ruim,1
7350,João da Mata,jcorreia@example.com,Jornalismo,Cancelado,B,Femeadoa,NOTEXIST,0,1766,0,0,Casado(a),2,3,Ecologia,Leonardo Cirino,4.35,2,Ruim,Tecnologias Ambientais,Letícia Silva,5.55,12,Ruim,Sistemas de Gestão Ambiental,Josué Fogaça,9.3,5,Bom,Política Ambiental,Dr. Paulo Novaes,4.43,10,Ruim,Gestão Ambiental,Ravi Cavalcante,0.99,1,Ruim,1
7351,Ana Júlia Novais,correiavicente@example.org,Banco de Dados,Trancado,A,Masculino,68,0,1507,0,1,Solteiro(a),3,3,Gestão Ambiental,Cauã Correia,4.69,4,Ruim,Ecologia,Ana Luiza Rocha,2.97,8,Ruim,Política Ambiental,Sr. Benício Pinto,5.82,8,Regular,Tecnologias Ambientais,Caroline Gomes,4.89,13,Ruim,Sistemas de Gestão Ambiental,Kamilly Rios,6.63,8,Regular,1
7352,Felipe Guerra,jmartins@example.org,Artes Visuais,Matriculado,D,Outro,26,1,1921,1,0,Viúvo(a),5,2,Química Farmacêutica,Dr. Renan Garcia,5.58,10,Regular,Farmacologia,Ravi Lucca da Mota,5.36,14,Ruim,Cosmetologia,Sr. Henry Cardoso,6.62,1,Regular,Análises Clínicas,Ana da Cunha,3.72,9,Ruim,Microbiologia,Dr. Gustavo Silva,2.12,9,Ruim,1
7353,Sr. Matheus Camargo,lsilveira@example.org,Física,Matriculado,D,Masculino,25,0,4371,1,0,Solteiro(a),5,4,Anatomia Dental,Henry Peixoto,2.07,10,Ruim,Implantes,Sr. Oliver Marques,2.32,8,Ruim,Periodontia,Mathias Peixoto,3.57,0,Ruim,Radiologia Odontológica,Josué Fogaça,8.12,3,Excelente,Clínica Odontológica,Ana Vitória Castro,6.71,6,Regular,0
7354,Rafael da Luz,ldias@example.org,$$$$$$$,Matriculado,A,Masculino,18,0,2624,1,1,Viúvo(a),2,2,SQL Avançado,Isabella da Rocha,3.47,9,Ruim,Administração de Banco de Dados,João Pedro Marques,7.4,3,Bom,Sistemas de Informação,Eduarda Pimenta,1.9,12,Ruim,Segurança de Banco de Dados,João Vitor Santos,8.02,1,Excelente,Modelagem de Dados,Thomas Teixeira,5.69,14,Ruim,1
7355,Srta. Zoe Albuquerque,jmartins@example.com,Ciências Econômicas,Matriculado,A,Masculino,31,0,2012,0,0,Divorciado(a),7,2,Marketing e Vendas,Helena Azevedo,8.35,6,Regular,Gestão de Vendas,Dr. Marcos Vinicius da Mata,1.87,12,Ruim,Comportamento do Consumidor,Sr. Leonardo Câmara,7.68,13,Ruim,Gestão de Relacionamento,Bianca Montenegro,8.22,9,Regular,Gestão de Estoques,Vinícius Souza,3.22,10,Ruim,0
7356,Ana Júlia Machado,ninacarvalho@example.com,Odontologia,Matriculado,C,Outro,-93248,0,2801,0,0,Casado(a),5,3,História Geral,Antonella Silveira,0.86,3,Ruim,Teoria Histórica,Sra. Ana Sophia Oliveira,1.55,15,Ruim,História Contemporânea,João Pedro Marques,0.36,6,Ruim,Historiografia,Maria Eduarda Aragão,4.67,12,Ruim,História do Brasil,João Pedro Silva,8.31,10,Regular,0
7357,Maria Julia Costela,aporto@example.net,Turismo,Cancelado,D,Feminino,45,1,9686,0,1,XXXOXO0,8,1,Materiais de Construção,Gabriela Monteiro,9.14,8,Regular,Construção Civil,Allana Barros,0.74,0,Ruim,Cálculo Estrutural,Heloísa Borges,7.69,6,Regular,Topografia,Vitor Hugo Aragão,2.12,4,Ruim,Mecânica dos Solos,Isaac Fernandes,5.3,15,Ruim,1
7358,Maria Isis Melo,beatrizabreu@example.net,Engenharia,Matriculado,C,Feminino,39,1,1020,1,0,Casado(a),2,2,Nutrição e Dietética,Ravi Moreira,1.09,1,Ruim,Técnicas Culinárias,Lucca da Cunha,1.33,3,Ruim,Cultura Gastronômica,Dr. Luiz Miguel Sales,4.62,7,Ruim,Culinária Internacional,Gabriela Vasconcelos,7.04,11,Ruim,Gestão de Restaurante,Sr. Apollo Cavalcante,0.49,12,Ruim,1
7359,Manuella Machado,rael43@example.org,Análise e Desenvolvimento de Sistemas,Matriculado,C,Masculino,49,1,7428,1,1,Casado(a),3,2,Psicologia do Esporte,Dra. Sarah Novaes,5.36,8,Regular,Gestão do Esporte,Allana Silva,4.07,8,Ruim,Fisiologia do Exercício,Sra. Eloá Vargas,4.45,6,Ruim,Nutrição Esportiva,Vinícius Martins,4.1,12,Ruim,Cinesiologia,Srta. Allana Lopes,2.92,5,Ruim,1
7360,Lívia Barbosa,sampaiorhavi@example.com,Arquitetura e Urbanismo,Matriculado,D,Feminino,20,1,19329320423234,0,0,Solteiro(a),4,1,Gestão de Turismo,Theo Alves,1.14,11,Ruim,Marketing Turístico,Gustavo da Rosa,8.89,7,Regular,Turismo Cultural,Valentina Duarte,7.12,14,Ruim,História do Turismo,Sophia Duarte,5.35,14,Ruim,Planejamento de Turismo,João Pedro Pires,7.1,11,Ruim,0
7361,Nicolas Pinto,psouza@example.com,Fonoaudiologia,Cancelado,D,Masculino,26,1,5332,0,1,Divorciado(a),7,4,Comunicação e Mídia,Júlia Jesus,0.63,0,Ruim,Edição de Vídeo,Rodrigo Costa,7.64,5,Bom,Redação Jornalística,Cecília Mendes,7.24,0,Bom,Ética Jornalística,Sra. Emanuella Pires,8.89,5,Bom,Produção de Conteúdo,Ana Vitória Moreira,2.01,10,Ruim,0
7362,Ágatha Azevedo,maria-fernandacampos@example.com,Recursos Humanos,Matriculado,C,Masculino,68,1,1367,1,0,Divorciado(a),2,2,Nutrição e Dietética,Ravi Moreira,6.42,11,Ruim,Técnicas Culinárias,Lucca da Cunha,8.6,15,Ruim,Cultura Gastronômica,Dr. Luiz Miguel Sales,0.26,2,Ruim,Culinária Internacional,Gabriela Vasconcelos,6.84,11,Ruim,Gestão de Restaurante,Sr. Apollo Cavalcante,0.68,4,Ruim,1
7363,Isabella Freitas,maria-luisa68@example.org,Moda,Matriculado,D,Outro,45,0,6625,0,1,Amasiado(a),6,3,Comunicação Empresarial,Ana Beatriz Lopes,0.22,1,Ruim,Gestão de Escritórios,Théo Araújo,0.01,15,Ruim,Atendimento ao Cliente,Pedro Monteiro,2.1,11,Ruim,Gestão de Pessoas,Isis Jesus,0.85,8,Ruim,Administração do Tempo,Ana Alves,3.67,3,Ruim,1
7364,André Gonçalves,da-cunhaemanuelly@example.net,Nutrição,Concluso,A,Feminino,31,1,8428,1,1,Casado(a),1,3,Pesquisa de Mercado,Maria Isis Borges,4.64,2,Ruim,Publicidade,Diogo Pinto,3.51,2,Ruim,Comportamento do Consumidor,Elisa Moura,1.8,15,Ruim,Marketing Digital,Laura Barbosa,3.68,8,Ruim,Gestão de Marketing,Maria Liz Rezende,3.11,2,Ruim,1
7365,Alícia Oliveira,walves@example.com,Publicidade e Propaganda,Concluso,A,Feminino,36,1,8236,0,0,Viúvo(a),8,2,Design de Jogos,Vicente Vargas,2.25,3,Ruim,Programação de Jogos,Isabel Silva,1.51,12,Ruim,Gráficos de Computação,José Melo,1.4,12,Ruim,Realidade Virtual,Alexia Casa Grande,5.59,1,Regular,Inteligência Artificial para Jogos,Srta. Lívia Mendes,3.05,6,Ruim,1
7366,João Caldeira,joao20@example.org,Teologia,Concluso,D,XXXXXXXXX,48,1,4268,1,1,Solteiro(a),4,1,Gestão de Turismo,Theo Alves,5.48,11,Ruim,Marketing Turístico,Gustavo da Rosa,5.3,14,Ruim,Turismo Cultural,Valentina Duarte,7.02,9,Regular,História do Turismo,Sophia Duarte,7.55,14,Ruim,Planejamento de Turismo,João Pedro Pires,4.41,0,Ruim,1
7367,Daniela Cavalcanti,zcamara@example.org,Gestão Comercial,Cancelado,C,Masculino,quinzee,1,9821,0,0,Separado(a),2,4,Microbiologia,Yuri Sampaio,2.62,6,Ruim,Biologia Molecular,Henry Gabriel Almeida,1.58,5,Ruim,Genética,Sr. João Miguel Pinto,9.22,4,Bom,Farmacologia,Lucca da Cunha,2.88,5,Ruim,Imunologia,Lívia da Cunha,5.7,13,Ruim,1
7368,Rafaela Caldeira,amanda96@example.com,Enfermagem,Trancado,B,Masculino,19,1,2004,1,0,Casado(a),1,1,Sistemas Operacionais,Mariah Vasconcelos,2.59,10,Ruim,Programação,Emanuella Ribeiro,6.36,12,Ruim,Banco de Dados,Liz Viana,2.11,3,Ruim,Segurança da Informação,Manuella Gomes,2.8,6,Ruim,Engenharia de Software,Cauê Viana,0.5,14,Ruim,1
7369,Erick Rodrigues,ralmeida@example.net,Jornalismo,Trancado,A,Feminino,37,0,4284,0,1,Amasiado(a),5,4,Gestão de Restaurante,Dra. Bruna da Costa,0.69,4,Ruim,Nutrição e Dietética,Theo Caldeira,6.85,9,Regular,Cultura Gastronômica,Maria Fernanda Nascimento,2.49,0,Ruim,Técnicas Culinárias,Pietra Montenegro,6.63,6,Regular,Culinária Internacional,Matteo Garcia,8.01,7,Regular,1
7370,Enzo Gabriel Cassiano,novaispietra@example.org,Direito,Concluso,D,Masculino,57,0,10000000000,0,0,Separado(a),8,2,Gramática,Rafaela Cavalcanti,9.78,3,Excelente,Literatura Brasileira,Dr. Rael Martins,3.97,15,Ruim,Literatura Portuguesa,Luiz Henrique Machado,5.44,12,Ruim,Linguística,Nina Lima,4.78,5,Ruim,Produção Textual,Srta. Melissa Teixeira,8.33,7,Regular,0
7371,Dr. Henry Mendonça,da-motajoao-guilherme@example.com,Moda,Cancelado,C,Masculino,66,1,8636,0,0,ERROR,2,4,Microbiologia,Yuri Sampaio,6.78,2,Regular,Biologia Molecular,Henry Gabriel Almeida,5.63,9,Regular,Genética,Sr. João Miguel Pinto,3.21,1,Ruim,Farmacologia,Lucca da Cunha,5.7,10,Regular,Imunologia,Lívia da Cunha,1.42,10,Ruim,1
7372,Joaquim da Mata,zoe54@example.net,Nutrição,Matriculado,C,Masculino,39,0,-2349234,1,0,Casado(a),2,1,Psicologia Clínica,Dr. Gustavo Garcia,5.97,9,Regular,Avaliação Terapêutica,Pietra Cardoso,3.1,7,Ruim,Fisioterapia,Sophia Sousa,8.19,6,Regular,Técnicas de Reabilitação,Luiz Fernando Camargo,9.26,0,Excelente,Desenvolvimento Humano,Isabella Sá,7.84,0,Bom,1
7373,Agatha Aparecida,ryanaragao@example.org,Engenharia Elétrica,Matriculado,B,Feminino,50,1,4228,0,0,Separado(a),2,3,Ecologia,Leonardo Cirino,7.31,13,Ruim,Tecnologias Ambientais,Letícia Silva,9.35,5,Bom,Sistemas de Gestão Ambiental,Josué Fogaça,1.59,9,Ruim,Política Ambiental,Dr. Paulo Novaes,9.1,4,Bom,Gestão Ambiental,Ravi Cavalcante,5.12,8,Regular,1
7374,Luan Cavalcanti,ycampos@example.com,Engenharia Mecânica,Concluso,C,Feminino,19,1,8907,0,1,Amasiado(a),4,2,Modelagem de Dados,Pedro Camargo,4.71,12,Ruim,Administração de Banco de Dados,Diego Farias,9.37,0,Excelente,Sistemas de Informação,Emilly Duarte,8.1,3,Excelente,SQL Avançado,Mathias Sousa,0.35,12,Ruim,Segurança de Banco de Dados,Bruna Ramos,5.95,8,Regular,1
7375,Danilo Câmara,qda-mata@example.net,Terapia Ocupacional,Cancelado,D,Outro,um,0,8704,1,0,ERROR,8,1,Materiais de Construção,Gabriela Monteiro,7.34,8,Regular,Construção Civil,Allana Barros,4.46,2,Ruim,Cálculo Estrutural,Heloísa Borges,9.73,5,Bom,Topografia,Vitor Hugo Aragão,0.56,12,Ruim,Mecânica dos Solos,Isaac Fernandes,4.47,1,Ruim,0
7376,Maria Luísa Fogaça,gsouza@example.net,Cinema,Trancado,D,Feminino,32,0,6158,0,0,Amasiado(a),2,2,Mecânica,Vitor Guerra,6.15,9,Regular,Física Nuclear,Dr. Yago Correia,7.34,6,Regular,Óptica,Sra. Emanuelly Moreira,7.77,13,Ruim,Eletromagnetismo,Mariana Correia,2.56,8,Ruim,Termodinâmica,Brenda Monteiro,8.19,6,Regular,0
7377,Dra. Heloisa Pacheco,pietra05@example.com,Banco de Dados,Trancado,B,Outro,34,1,7254,0,1,naoencontrado,4,2,Economia Internacional,Ana Julia Silva,9.47,13,Ruim,Política Internacional,Henry Ribeiro,2.66,0,Ruim,Geopolítica,Luiz Gustavo Rocha,3.07,15,Ruim,Teoria das Relações Internacionais,Otávio Nunes,9.39,1,Excelente,Direitos Humanos,Isis Ramos,7.63,6,Regular,1
7378,Sra. Luna Costela,maria-luisasampaio@example.net,Logística,Cancelado,A,Outro,20,1,3682,0,0,Viúvo(a),2,2,SQL Avançado,Isabella da Rocha,1.34,2,Ruim,Administração de Banco de Dados,João Pedro Marques,1.91,14,Ruim,Sistemas de Informação,Eduarda Pimenta,0.25,7,Ruim,Segurança de Banco de Dados,João Vitor Santos,7.12,3,Bom,Modelagem de Dados,Thomas Teixeira,7.03,0,Bom,0
7379,Dr. João Miguel Almeida,raulmacedo@example.org,Secretariado Executivo,Trancado,A,,55,1,7416,1,0,Solteiro(a),2,1,Termodinâmica,Luana Barbosa,2.66,9,Ruim,Resistência dos Materiais,Sra. Ana Luiza Almeida,2.12,14,Ruim,Desenho Técnico,Ana Clara Castro,0.69,14,Ruim,Sistemas Mecânicos,Calebe Alves,6.94,8,Regular,Mecânica dos Fluidos,Isaac Silveira,1.87,6,Ruim,1
7380,Brenda Sampaio,carvalhoemanuella@example.com,Ciências Contábeis,Concluso,C,Outro,20,1,2051,0,1,Casado(a),3,3,Máquinas Elétricas,Sophia Novaes,6.8,14,Ruim,Circuitos Elétricos,Mariana Sá,6.63,12,Ruim,Eletrônica,Sra. Heloisa Moura,5.54,15,Ruim,Transformadores,Augusto Ramos,0.83,5,Ruim,Sistemas Elétricos,Catarina Rios,5.63,8,Regular,1
7381,Amanda Sampaio,ana-carolina14@example.org,Recursos Humanos,Matriculado,D,Masculino,32,1,1824,0,1,Amasiado(a),1,1,Edição de Vídeo,Juan Alves,9.35,14,Ruim,Redação Jornalística,Maria Flor Rodrigues,3.34,5,Ruim,Produção de Conteúdo,Yan Jesus,8.65,10,Regular,Comunicação e Mídia,Daniel Pires,6.93,11,Ruim,Ética Jornalística,Ana Julia Costela,9.14,11,Ruim,1
7382,Theodoro da Rosa,eduarda27@example.com,Ciências Sociais,Concluso,D,Outro,54,1,9545,1,1,Divorciado(a),1,4,Fisiologia,Sr. Davi Lucca Rocha,6.58,8,Regular,Terapia Física,Dra. Sofia Borges,0.89,0,Ruim,Reabilitação,Manuela das Neves,4.44,13,Ruim,Técnicas de Imagem,Sr. Diogo Machado,8.13,13,Ruim,Anatomia,Dra. Lívia Pimenta,1.55,13,Ruim,1
7383,Luana da Rosa,joao-lucas47@example.org,Marketing,Concluso,C,Masculino,36,0,8780,1,1,Viúvo(a),5,4,Gestão de Projetos,Marcela Dias,1.19,4,Ruim,Gestão de Políticas Públicas,João Vieira,1.93,11,Ruim,Administração Pública,Clara da Mata,4.4,14,Ruim,Gestão de Pessoas,Aylla Ferreira,8.07,13,Ruim,Finanças Públicas,Juan Ribeiro,3.38,5,Ruim,1
7384,Arthur Gabriel Vieira,maria20@example.com,Biomedicina,Trancado,B,Outro,18,0,3169,0,1,Amasiado(a),4,3,Prática Instrumental,Heloisa Pacheco,7.26,5,Bom,Teoria Musical,Sofia Almeida,9.09,10,Regular,História da Música,Daniela Brito,1.62,11,Ruim,Composição Musical,Anna Liz Novaes,7.87,14,Ruim,Arranjo Musical,André Borges,9.48,4,Bom,0
7385,Ana Luiza Ramos,rafaela26@example.net,Design Gráfico,Concluso,D,Masculino,18,0,3013,0,1,Solteiro(a),1,4,Fisiologia,Sr. Davi Lucca Rocha,3.55,8,Ruim,Terapia Física,Dra. Sofia Borges,3.41,10,Ruim,Reabilitação,Manuela das Neves,8.58,3,Excelente,Técnicas de Imagem,Sr. Diogo Machado,7.3,8,Regular,Anatomia,Dra. Lívia Pimenta,5.32,9,Regular,0
7386,João Felipe da Cruz,kda-mota@example.net,Biblioteconomia,Concluso,A,Outro,-5,0,7945,0,0,Separado(a),3,1,Produção Animal,Augusto Porto,8.71,12,Ruim,Nutrição Animal,Dr. Bryan Alves,9.72,2,Excelente,Medicina Veterinária,Dom da Costa,4.76,9,Ruim,Fisiologia Animal,Gabriel Cavalcanti,0.6,13,Ruim,Genética Animal,Igor da Cunha,0.49,1,Ruim,0
7387,Sra. Aylla Vargas,zrocha@example.org,Engenharia Mecânica,Trancado,C,Feminino,43,0,1734,0,1,Solteiro(a),5,1,Nutrição Infantil,Juan Viana,5.13,12,Ruim,Psicologia da Alimentação,João Miguel Martins,4.31,4,Ruim,Técnicas de Cozinha,Maria Luiza Barbosa,9.14,11,Ruim,Nutrição Clínica,Liz Moreira,9.22,1,Excelente,Nutrição Esportiva,Liam Lopes,8.57,7,Regular,1
7388,Luísa Fernandes,britolara@example.com,$$$$$$$,Cancelado,D,Masculino,32,0,7248,1,1,Solteiro(a),6,1,Contabilidade Tributária,Benício Sousa,3.33,0,Ruim,Contabilidade de Custos,Bruna Vargas,5.48,11,Ruim,Auditoria,Nina Sales,8.41,0,Excelente,Análise Financeira,Dr. Théo Sampaio,3.07,9,Ruim,Contabilidade Geral,Maria Alice Viana,9.0,2,Excelente,1
7389,Caleb Brito,xvasconcelos@example.net,Química,Cancelado,B,Masculino,34,0,2073,1,0,Separado(a),4,4,Banco de Dados,Ana Clara Ferreira,4.18,3,Ruim,Segurança da Informação,Sr. Theo Borges,6.46,11,Ruim,Sistemas Operacionais,Antônio Moura,8.72,7,Regular,Engenharia de Software,Francisco Gonçalves,4.79,14,Ruim,Programação,Dr. Antony Silva,0.83,7,Ruim,1
7390,Srta. Manuella Moreira,pireslivia@example.org,Farmácia,Concluso,B,Masculino,61,0,9090,1,1,Amasiado(a),7,1,Desenvolvimento de Software,Bernardo Correia,5.71,14,Ruim,Análise de Sistemas,Igor Moraes,6.38,4,Regular,Banco de Dados,Dr. Fernando Novaes,8.51,6,Regular,Gestão de Projetos de TI,João Gabriel Abreu,5.45,3,Regular,Sistemas de Informação Empresarial,Dra. Helena Gomes,0.78,15,Ruim,1
7391,Esther Fonseca,kda-luz@example.net,veteri,Trancado,C,Outro,24,0,1301,1,0,ERROR,4,3,Comportamento do Consumidor,Sr. Mateus Fonseca,0.1,10,Ruim,Publicidade Criativa,Luiz Gustavo Cunha,6.56,14,Ruim,Marketing Digital,Ravy Vasconcelos,1.11,9,Ruim,Relações Públicas,Ravi Lucca Fonseca,1.23,12,Ruim,Comunicação Publicitária,Giovanna Pires,0.81,10,Ruim,1
7392,Maria Luísa da Cruz,ayla56@example.net,Logística,Trancado,A,Feminino,35,1,9370,1,0,Viúvo(a),6,3,História da Igreja,Pietra Abreu,2.83,8,Ruim,Teologia Sistemática,Luara Pastor,5.75,3,Regular,Filosofia da Religião,Elisa Farias,8.69,12,Ruim,Exegese Bíblica,Dra. Amanda Cassiano,0.75,8,Ruim,Teologia Moral,Maria Alice Lopes,4.41,14,Ruim,1
7393,Dra. Cecília Sampaio,benicio37@example.net,WEWEO,Trancado,C,Outro,-13,1,7491,0,1,Divorciado(a),6,2,Gestão de Estoques,Dra. Esther Campos,1.4,4,Ruim,Gestão de Cadeia de Suprimentos,Maria Vitória Macedo,1.78,12,Ruim,Logística Internacional,Ana Cecília da Luz,2.82,5,Ruim,Transporte e Distribuição,Rebeca Santos,6.01,9,Regular,Gestão de Transportes,Thomas da Costa,3.44,2,Ruim,1
7394,Ísis Garcia,pimentaheloisa@example.net,Engenharia Química,Matriculado,B,Masculino,23,1,5814,0,1,Separado(a),2,4,Gestão da Qualidade,Kevin Santos,6.19,1,Regular,Gestão de Processos,Letícia Farias,8.74,4,Bom,Logística,Juan Silveira,5.75,4,Regular,Gestão de Estoques,Ana Beatriz Pinto,7.28,5,Bom,Planejamento de Produção,Vinícius Ramos,7.19,10,Regular,1
7395,Davi Sousa,davi-lucasbarbosa@example.net,Gestão Comercial,Trancado,D,Feminino,,1,1264,1,1,Casado(a),3,2,Marketing de Hotelaria,Ana Sophia Pereira,1.64,13,Ruim,Gestão de Hotelaria,Sofia Ferreira,9.54,11,Ruim,Gestão de Alimentos e Bebidas,Antony Sousa,4.21,10,Ruim,Hospitalidade,Sr. Miguel Fogaça,4.26,0,Ruim,Gestão de Hospedagem,Kaique Sales,8.89,4,Bom,1
7396,Carolina Mendes,gpinto@example.com,Engenharia Elétrica,Matriculado,A,Feminino,60,0,5856,1,0,Casadoo,6,1,Materiais de Construção,Sarah Campos,9.95,1,Excelente,Topografia,Emanuella Montenegro,0.43,1,Ruim,Mecânica dos Solos,Sr. Valentim da Mata,1.49,11,Ruim,Construção Civil,Gael Henrique Pires,7.62,10,Regular,Cálculo Estrutural,Lucas das Neves,5.49,12,Ruim,1
7397,Heitor Nascimento,da-pazantony@example.net,Publicidade e Propaganda,Trancado,C,Outro,36,1,6944,0,1,Divorciado(a),5,2,Comportamento do Consumidor,Clara Silveira,1.58,3,Ruim,Gestão de Marketing,Luigi Azevedo,9.18,9,Regular,Pesquisa de Mercado,Eduarda Oliveira,2.48,0,Ruim,Publicidade,Lorena Marques,0.17,15,Ruim,Marketing Digital,João Felipe Montenegro,1.51,4,Ruim,1
7398,Isabela Barbosa,leaobruno@example.net,Marketing,Matriculado,A,Outro,29,0,1788,1,0,Separado(a),6,3,História da Igreja,Pietra Abreu,3.67,14,Ruim,Teologia Sistemática,Luara Pastor,7.07,6,Regular,Filosofia da Religião,Elisa Farias,7.91,1,Bom,Exegese Bíblica,Dra. Amanda Cassiano,0.89,6,Ruim,Teologia Moral,Maria Alice Lopes,9.2,8,Regular,1
7399,Srta. Ester Ramos,da-conceicaomateus@example.net,Teatro,Matriculado,A,Outro,60,0,4640,0,1,Amasiado(a),2,3,Gestão de Restaurante,Nathan Mendonça,6.78,1,Regular,Técnicas Culinárias,Ana Beatriz Brito,1.35,6,Ruim,Culinária Internacional,Dra. Clara Leão,1.12,15,Ruim,Cultura Gastronômica,Clara da Rosa,8.34,11,Ruim,Nutrição e Dietética,Maria Costela,1.6,5,Ruim,1
7400,Dr. Bernardo Garcia,joao-felipepereira@example.net,Marketing,Concluso,A,Outro,23,1,6817,0,0,Viúvo(a),6,2,Estruturas,Bryan Pinto,9.4,13,Ruim,Planejamento Urbano,Helena da Mota,8.1,9,Regular,História da Arquitetura,Gabrielly Nascimento,2.1,1,Ruim,Desenho Arquitetônico,Helena Alves,8.09,6,Regular,Construção Civil,Jade Leão,2.64,5,Ruim,0
7401,Henry Gabriel Aparecida,da-rosajoaquim@example.org,Letras,Matriculado,D,Masculino,quinzee,0,4914,1,0,Divorciado(a),5,3,Arquivos Públicos,Heloísa Leão,6.23,7,Regular,Teoria Arquivística,Sr. Igor Barros,6.53,7,Regular,Documentação Digital,Fernanda Brito,3.53,10,Ruim,Gestão de Arquivos,Dr. João Gabriel Lima,0.8,11,Ruim,Preservação de Documentos,Manuela Caldeira,9.74,4,Bom,1
7402,Milena Lopes,lunna20@example.net,Turismo,Trancado,A,Feminino,66,1,,1,0,,3,3,Gestão Ambiental,Cauã Correia,9.52,13,Ruim,Ecologia,Ana Luiza Rocha,3.99,12,Ruim,Política Ambiental,Sr. Benício Pinto,3.97,14,Ruim,Tecnologias Ambientais,Caroline Gomes,8.39,10,Regular,Sistemas de Gestão Ambiental,Kamilly Rios,0.88,11,Ruim,1
7403,Sra. Melissa Caldeira,lucasjesus@example.net,Turismo,Matriculado,C,Outro,28,0,6066,0,1,Casado(a),3,3,Máquinas Elétricas,Sophia Novaes,9.57,3,Excelente,Circuitos Elétricos,Mariana Sá,8.22,13,Ruim,Eletrônica,Sra. Heloisa Moura,4.31,1,Ruim,Transformadores,Augusto Ramos,5.83,10,Regular,Sistemas Elétricos,Catarina Rios,1.76,13,Ruim,0
7404,Maria Eduarda Costela,bruna33@example.org,Terapia Ocupacional,Trancado,A,Feminino,,1,10000000000,1,0,Separado(a),6,1,Materiais de Construção,Sarah Campos,0.65,15,Ruim,Topografia,Emanuella Montenegro,8.0,4,Bom,Mecânica dos Solos,Sr. Valentim da Mata,4.16,2,Ruim,Construção Civil,Gael Henrique Pires,0.49,2,Ruim,Cálculo Estrutural,Lucas das Neves,9.7,14,Ruim,1
7405,Olívia Martins,miguel76@example.net,Ciência da Computação,Trancado,C,Feminino,61,0,5933,1,0,Separado(a),8,2,Desenvolvimento de Software,Júlia Correia,5.82,14,Ruim,Sistemas de Informação Empresarial,Sra. Maria Helena Monteiro,8.41,0,Excelente,Gestão de Projetos de TI,Ana Clara Nascimento,9.87,3,Excelente,Banco de Dados,Nina da Cunha,3.33,13,Ruim,Análise de Sistemas,Ana Clara Sá,4.72,9,Ruim,1
